Set,Set,Set,Set,Set,Set,Set,Run #1,Run #1,Run #1,Run #1,Run #2,Run #2,Run #2,Run #2,Run #3,Run #3,Run #3,Run #3,Run #4,Run #4,Run #4,Run #4,Run #5,Run #5,Run #5,Run #5,Run #6,Run #6,Run #6,Run #6,Run #7,Run #7,Run #7,Run #7,Run #8,Run #8,Run #8,Run #8,Run #9,Run #9,Run #9,Run #9,Run #10,Run #10,Run #10,Run #10
,,,,,,,2.37,0.46,0.86,0.49,2.37,0.54,0.66,-1.64,2.37,0.47,0.88,-0.37,2.37,0.57,0.65,-2.21,2.37,0.51,0.79,1.91,2.37,0.68,0.26,-4.55,2.37,0.62,-0.01,-5.59,2.37,0.64,-0.44,-4.32,2.37,0.61,0.5,-4.28,2.37,0.64,0.09,-4.65
,,,,,,,2.38,0.47,0.89,0.23,2.38,0.54,0.64,-2.21,2.38,0.48,0.87,3.01,2.38,0.57,0.63,-1.64,2.38,0.51,0.84,1.01,2.38,0.69,0.19,-6.01,2.38,0.62,-0.07,-5.67,2.38,0.63,-0.48,-4.32,2.38,0.61,0.45,-4.28,2.38,0.64,0.04,-5.24
,,,,,,,2.39,0.48,0.87,-2.08,2.39,0.55,0.61,-1.71,2.39,0.49,0.95,0.23,2.39,0.58,0.61,-2.07,2.39,0.52,0.81,-3.15,2.39,0.69,0.14,-3.18,2.39,0.62,-0.12,-5.24,2.39,0.63,-0.53,-4.4,2.39,0.62,0.41,-4.28,2.39,0.64,-0.02,-4.81
,,,,,,,2.4,0.49,0.84,1.12,2.4,0.56,0.61,-1.57,2.4,0.5,0.87,-5.82,2.4,0.58,0.59,-2.49,2.4,0.53,0.77,-6.08,2.4,0.69,0.13,-4.47,2.4,0.62,-0.17,-4.74,2.4,0.62,-0.57,-4.04,2.4,0.62,0.37,-4.21,2.4,0.64,-0.06,-4.22
,,,,,,,2.41,0.5,0.89,-0.43,2.41,0.56,0.58,-2.57,2.41,0.51,0.83,0.04,2.41,0.59,0.56,-2.92,2.41,0.54,0.69,0.33,2.41,0.69,0.05,-6.1,2.41,0.62,-0.21,-4.58,2.41,0.62,-0.61,-2.95,2.41,0.63,0.33,-4.64,2.41,0.64,-0.1,-4.73
,,,,,,,2.42,0.51,0.84,-4.29,2.42,0.57,0.55,-2.5,2.42,0.51,0.87,-3.18,2.42,0.6,0.53,-3.5,2.42,0.54,0.78,5.58,2.42,0.69,0,-5.59,2.42,0.62,-0.26,-5.68,2.42,0.61,-0.63,-3.38,2.42,0.63,0.28,-5.23,2.42,0.64,-0.16,-4.82
,,,,,,,2.43,0.51,0.81,-0.45,2.43,0.57,0.53,-3.07,2.43,0.52,0.77,-5.57,2.43,0.6,0.49,-2.92,2.43,0.55,0.8,-3.72,2.43,0.69,-0.06,-6.19,2.43,0.61,-0.33,-5.33,2.43,0.6,-0.67,-4.04,2.43,0.63,0.22,-4.8,2.43,0.64,-0.2,-4.31
,,,,,,,2.44,0.52,0.83,-3.1,2.44,0.58,0.49,-2.57,2.44,0.53,0.76,-2.01,2.44,0.61,0.47,-3.35,2.44,0.56,0.71,-5.18,2.44,0.69,-0.12,-2.58,2.44,0.61,-0.37,-4.31,2.44,0.6,-0.71,-3.1,2.44,0.63,0.18,-4.21,2.44,0.64,-0.24,-4.39
,,,,,,,2.45,0.53,0.74,-5.88,2.45,0.58,0.48,-2.42,2.45,0.54,0.72,-3.06,2.45,0.61,0.43,-4.01,2.45,0.57,0.7,-1.5,2.45,0.69,-0.11,-1.98,2.45,0.61,-0.41,-4.32,2.45,0.59,-0.74,-2.6,2.45,0.64,0.14,-4.65,2.45,0.63,-0.29,-3.88
,,,,,,,2.46,0.54,0.71,-3.42,2.46,0.59,0.44,-3.43,2.46,0.54,0.7,-2.42,2.46,0.61,0.39,-2.92,2.46,0.57,0.68,-2.99,2.46,0.69,-0.16,-6.03,2.46,0.6,-0.46,-4.32,2.46,0.58,-0.76,-2.67,2.46,0.64,0.09,-5.16,2.46,0.63,-0.32,-3.8
,,,,,,,2.47,0.54,0.67,-3.42,2.47,0.59,0.41,-3.43,2.47,0.55,0.68,-3.35,2.47,0.62,0.37,-3.28,2.47,0.58,0.64,-3.07,2.47,0.68,-0.23,-3.53,2.47,0.6,-0.5,-4.32,2.47,0.58,-0.79,-2.24,2.47,0.64,0.04,-5.24,2.47,0.63,-0.36,-4.31
,,,,,,,2.48,0.55,0.64,-3.42,2.48,0.6,0.38,-3.43,2.48,0.56,0.63,-3.85,2.48,0.62,0.33,-4.37,2.48,0.59,0.61,-2.49,2.48,0.68,-0.23,-2.68,2.48,0.59,-0.54,-4.39,2.48,0.57,-0.81,-1.73,2.48,0.64,-0.02,-4.81,2.48,0.62,-0.41,-4.39
,,,,,,,2.49,0.56,0.61,-3.35,2.49,0.6,0.34,-3.35,2.49,0.56,0.6,-3.85,2.49,0.62,0.28,-3.86,2.49,0.59,0.59,-3,2.49,0.68,-0.28,-4.91,2.49,0.59,-0.59,-4.04,2.49,0.56,-0.82,-1.8,2.49,0.64,-0.06,-4.22,2.49,0.62,-0.45,-4.04
,,,,,,,2.5,0.56,0.57,-3.78,2.5,0.6,0.31,-3.86,2.5,0.57,0.56,-3.85,2.5,0.63,0.25,-3.78,2.5,0.6,0.55,-2.99,2.5,0.68,-0.33,-3.97,2.5,0.58,-0.62,-3.03,2.5,0.55,-0.84,-1.37,2.5,0.64,-0.1,-4.73,2.5,0.61,-0.49,-3.02
,,,,,,,2.51,0.57,0.53,-4.35,2.51,0.61,0.26,-3.94,2.51,0.58,0.52,-3.78,2.51,0.63,0.21,-4.37,2.51,0.6,0.53,-2.77,2.51,0.67,-0.36,-3.53,2.51,0.57,-0.65,-2.96,2.51,0.54,-0.85,-0.93,2.51,0.63,-0.16,-4.82,2.51,0.61,-0.51,-2.95
,,,,,,,2.52,0.57,0.49,-3.78,2.52,0.61,0.23,-3.43,2.52,0.58,0.48,-4.28,2.52,0.63,0.16,-3.86,2.52,0.61,0.5,-4.28,2.52,0.67,-0.4,-2.94,2.52,0.57,-0.68,-3.6,2.52,0.53,-0.86,-0.44,2.52,0.63,-0.2,-4.31,2.52,0.6,-0.55,-3.46
,,,,,,,2.53,0.58,0.46,-4.21,2.53,0.61,0.2,-3.36,2.53,0.59,0.44,-4.28,2.53,0.63,0.13,-3.79,2.53,0.61,0.44,-4.44,2.53,0.66,-0.42,-3.37,2.53,0.56,-0.72,-2.67,2.53,0.52,-0.86,-0.37,2.53,0.63,-0.24,-4.23,2.53,0.6,-0.58,-3.53
,,,,,,,2.54,0.58,0.4,-4.79,2.54,0.61,0.16,-3.79,2.54,0.59,0.39,-4.21,2.54,0.63,0.09,-4.3,2.54,0.62,0.41,-3.35,2.54,0.66,-0.47,-4.13,2.54,0.55,-0.74,-2.09,2.54,0.52,-0.87,-0.43,2.54,0.63,-0.28,-4.74,2.54,0.59,-0.62,-3.17
,,,,,,,2.55,0.59,0.36,-4.21,2.55,0.61,0.12,-4.3,2.55,0.59,0.35,-4.64,2.55,0.63,0.04,-4.3,2.55,0.62,0.38,-3.86,2.55,0.65,-0.5,-2.59,2.55,0.55,-0.76,-2.66,2.55,0.51,-0.87,-3.95,2.55,0.62,-0.34,-4.9,2.55,0.59,-0.64,-2.16
,,,,,,,2.56,0.59,0.32,-4.72,2.56,0.61,0.08,-4.37,2.56,0.6,0.3,-5.22,2.56,0.64,-6.65E-04,-4.38,2.56,0.63,0.33,-3.86,2.56,0.65,-0.52,-2.51,2.56,0.54,-0.79,-2.23,2.56,0.5,-0.95,-4.51,2.56,0.62,-0.38,-3.88,2.56,0.58,-0.66,-2.09
,,,,,,,2.57,0.59,0.27,-4.72,2.57,0.61,0.03,-4.02,2.57,0.6,0.25,-4.64,2.57,0.63,-0.05,-3.95,2.57,0.63,0.3,-3.7,2.57,0.64,-0.56,-3.18,2.57,0.53,-0.81,-1.54,2.57,0.49,-0.96,3.76,2.57,0.62,-0.41,-3.88,2.57,0.57,-0.69,-2.74
,,,,,,,2.58,0.59,0.22,-4.65,2.58,0.61,0,-2.86,2.58,0.6,0.21,-5.08,2.58,0.63,-0.08,-3.36,2.58,0.63,0.26,-4.72,2.58,0.64,-0.58,-2.08,2.58,0.52,-0.82,-3.15,2.58,0.48,-0.87,5.13,2.58,0.61,-0.46,-3.96,2.58,0.57,-0.71,-1.87
,,,,,,,2.59,0.6,0.17,-5.15,2.59,0.61,-0.03,-3.72,2.59,0.6,0.15,-5.81,2.59,0.63,-0.11,-3.8,2.59,0.63,0.21,-4.88,2.59,0.63,-0.6,-2.51,2.59,0.51,-0.87,-2.24,2.59,0.47,-0.86,2.33,2.59,0.61,-0.49,-3.46,2.59,0.56,-0.72,-0.87
,,,,,,,2.6,0.6,0.12,-5.16,2.6,0.61,-0.08,-5.04,2.6,0.6,0.09,-4.3,2.6,0.63,-0.16,-4.38,2.6,0.64,0.16,-3.78,2.6,0.63,-0.63,-3.18,2.6,0.5,-0.87,-1.42,2.6,0.46,-0.83,0.71,2.6,0.6,-0.53,-3.46,2.6,0.55,-0.73,-0.87
,,,,,,,2.61,0.6,0.07,-5.23,2.61,0.61,-0.13,-3.01,2.61,0.61,0.06,-4.15,2.61,0.63,-0.2,-3.88,2.61,0.64,0.13,-4.14,2.61,0.62,-0.66,-2.32,2.61,0.5,-0.9,-4.56,2.61,0.45,-0.84,1.77,2.61,0.6,-0.56,-3.46,2.61,0.54,-0.74,-0.87
,,,,,,,2.62,0.6,0.02,-4.8,2.62,0.61,-0.14,-2.78,2.62,0.61,0.01,-5.16,2.62,0.63,-0.23,-3.88,2.62,0.64,0.08,-5.32,2.62,0.61,-0.68,-1.37,2.62,0.49,-0.96,0.49,2.62,0.45,-0.79,5.73,2.62,0.59,-0.6,-3.6,2.62,0.54,-0.75,-0.87
,,,,,,,2.63,0.6,-0.03,-4.23,2.63,0.61,-0.18,-4.46,2.63,0.61,-0.04,-5.16,2.63,0.63,-0.28,-4.04,2.63,0.64,0.02,-4.38,2.63,0.61,-0.69,-0.79,2.63,0.48,-0.89,3.77,2.63,0.44,-0.73,1.1,2.63,0.59,-0.63,-2.67,2.63,0.53,-0.76,-0.87
,,,,,,,2.64,0.6,-0.07,-4.73,2.64,0.61,-0.23,-3.52,2.64,0.6,-0.09,-5.24,2.64,0.62,-0.31,-3.02,2.64,0.64,-0.01,-3.79,2.64,0.6,-0.7,-1.22,2.64,0.47,-0.88,1.41,2.64,0.43,-0.77,-1.5,2.64,0.58,-0.65,-2.09,2.64,0.52,-0.77,-0.99
,,,,,,,2.65,0.6,-0.12,-4.81,2.65,0.61,-0.25,-2.94,2.65,0.6,-0.15,-4.81,2.65,0.62,-0.34,-2.94,2.65,0.64,-0.05,-4.3,2.65,0.59,-0.71,-1.88,2.65,0.46,-0.86,0.33,2.65,0.42,-0.76,3.85,2.65,0.57,-0.68,-2.74,2.65,0.51,-0.78,0.37
,,,,,,,2.66,0.6,-0.16,-4.23,2.66,0.6,-0.29,-3.45,2.66,0.6,-0.19,-4.31,2.66,0.62,-0.37,-3.53,2.66,0.64,-0.1,-4.3,2.66,0.59,-0.73,-1.01,2.66,0.45,-0.88,1.23,2.66,0.42,-0.69,7.86,2.66,0.57,-0.71,-1.8,2.66,0.51,-0.76,-2.34
,,,,,,,2.67,0.59,-0.21,-4.66,2.67,0.6,-0.32,-3.45,2.67,0.6,-0.23,-4.23,2.67,0.61,-0.41,-3.1,2.67,0.64,-0.14,-4.38,2.67,0.58,-0.73,0.07,2.67,0.44,-0.84,1.79,2.67,0.41,-0.6,11.78,2.67,0.56,-0.71,-1.23,2.67,0.5,-0.82,-5.3
,,,,,,,2.68,0.59,-0.26,-5.32,2.68,0.6,-0.36,-3.6,2.68,0.6,-0.28,-4.74,2.68,0.61,-0.43,-2.44,2.68,0.64,-0.18,-3.96,2.68,0.57,-0.73,-0.5,2.68,0.44,-0.84,0.98,2.68,0.4,-0.46,7.53,2.68,0.55,-0.73,-1.8,2.68,0.49,-0.86,2.16
,,,,,,,2.69,0.59,-0.31,-4.39,2.69,0.59,-0.39,-2.66,2.69,0.59,-0.33,-4.82,2.69,0.6,-0.46,-3.53,2.69,0.63,-0.22,-3.37,2.69,0.56,-0.74,-0.07,2.69,0.43,-0.82,4.1,2.69,0.4,-0.45,-2.78,2.69,0.54,-0.75,-1.37,2.69,0.48,-0.78,5.99
,,,,,,,2.7,0.59,-0.35,-3.81,2.7,0.59,-0.41,-2.08,2.7,0.59,-0.37,-4.39,2.7,0.6,-0.51,-3.25,2.7,0.63,-0.25,-3.8,2.7,0.56,-0.73,0.43,2.7,0.42,-0.76,1.52,2.7,0.39,-0.51,-1.31,2.7,0.54,-0.76,-0.8,2.7,0.47,-0.74,3.09
,,,,,,,2.71,0.58,-0.39,-4.39,2.71,0.58,-0.43,-2.59,2.71,0.59,-0.42,-3.96,2.71,0.59,-0.52,-1.58,2.71,0.63,-0.29,-4.31,2.71,0.55,-0.73,0.36,2.71,0.41,-0.79,7.55,2.71,0.39,-0.48,3.02,2.71,0.53,-0.76,-1.36,2.71,0.47,-0.72,2.71
,,,,,,,2.72,0.58,-0.43,-3.96,2.72,0.58,-0.46,-2.59,2.72,0.58,-0.45,-3.38,2.72,0.59,-0.54,-2.66,2.72,0.63,-0.34,-4.39,2.72,0.54,-0.73,0.93,2.72,0.4,-0.61,10.96,2.72,0.39,-0.45,2.97,2.72,0.52,-0.78,-1.06,2.72,0.46,-0.69,1.73
,,,,,,,2.73,0.57,-0.47,-3.45,2.73,0.58,-0.49,-2.73,2.73,0.58,-0.48,-3.89,2.73,0.58,-0.58,-2.31,2.73,0.62,-0.38,-4.04,2.73,0.53,-0.72,0.43,2.73,0.4,-0.57,-2.86,2.73,0.38,-0.42,3.41,2.73,0.51,-0.79,0.87,2.73,0.45,-0.68,1.84
,,,,,,,2.74,0.57,-0.5,-3.46,2.74,0.57,-0.52,-1.8,2.74,0.57,-0.53,-4.03,2.74,0.58,-0.58,-1.22,2.74,0.62,-0.42,-3.02,2.74,0.53,-0.72,0.62,2.74,0.39,-0.66,-4.86,2.74,0.38,-0.38,3.79,2.74,0.51,-0.77,-2.28,2.74,0.45,-0.65,0.98
,,,,,,,2.75,0.56,-0.54,-3.53,2.75,0.57,-0.52,-1.23,2.75,0.57,-0.56,-3.1,2.75,0.57,-0.6,-1.8,2.75,0.61,-0.44,-3.02,2.75,0.52,-0.7,-0.86,2.75,0.39,-0.66,0.15,2.75,0.37,-0.34,4.7,2.75,0.5,-0.83,-5.61,2.75,0.44,-0.66,-0.7
,,,,,,,2.76,0.56,-0.57,-3.03,2.76,0.56,-0.54,-1.73,2.76,0.56,-0.59,-2.52,2.76,0.56,-0.62,-1.37,2.76,0.61,-0.48,-3.02,2.76,0.51,-0.73,-1.56,2.76,0.38,-0.66,2.88,2.76,0.37,-0.29,5.22,2.76,0.49,-0.88,0.68,2.76,0.43,-0.67,5.5
,,,,,,,2.77,0.55,-0.6,-3.02,2.77,0.55,-0.56,-1.73,2.77,0.56,-0.61,-3.02,2.77,0.56,-0.63,-0.86,2.77,0.6,-0.5,-2.95,2.77,0.51,-0.73,3.57,2.77,0.37,-0.61,4.42,2.77,0.37,-0.24,4.69,2.77,0.48,-0.82,5.98,2.77,0.43,-0.55,7.07
,,,,,,,2.78,0.55,-0.63,-3.1,2.78,0.55,-0.57,-1.8,2.78,0.55,-0.65,-3.1,2.78,0.55,-0.64,-0.86,2.78,0.6,-0.54,-3.68,2.78,0.5,-0.66,6.61,2.78,0.37,-0.57,3.41,2.78,0.37,-0.2,5.12,2.78,0.47,-0.76,3.38,2.78,0.42,-0.53,1.58
,,,,,,,2.79,0.54,-0.66,-2.59,2.79,0.54,-0.59,-1.43,2.79,0.54,-0.68,-2.66,2.79,0.55,-0.64,-0.93,2.79,0.59,-0.58,-2.24,2.79,0.49,-0.6,2.41,2.79,0.36,-0.54,3.84,2.79,0.36,-0.13,5.73,2.79,0.46,-0.75,0.49,2.79,0.42,-0.52,2.26
,,,,,,,2.8,0.53,-0.69,-2.73,2.8,0.54,-0.6,-0.43,2.8,0.54,-0.7,-2.23,2.8,0.54,-0.65,-0.43,2.8,0.59,-0.58,-1.65,2.8,0.49,-0.61,-0.05,2.8,0.36,-0.5,4.32,2.8,0.36,-0.08,4.3,2.8,0.46,-0.75,-0.17,2.8,0.41,-0.48,9.59
,,,,,,,2.81,0.53,-0.71,-1.8,2.81,0.53,-0.6,-0.37,2.81,0.53,-0.72,-1.41,2.81,0.53,-0.65,-0.43,2.81,0.58,-0.61,-2.31,2.81,0.48,-0.6,3.82,2.81,0.35,-0.45,4.32,2.81,0.36,-0.05,4.21,2.81,0.45,-0.75,1.02,2.81,0.41,-0.33,9.84
,,,,,,,2.82,0.52,-0.72,-0.54,2.82,0.52,-0.61,-0.93,2.82,0.52,-0.73,-4.14,2.82,0.53,-0.66,-0.56,2.82,0.58,-0.63,-1.23,2.82,0.47,-0.54,4.5,2.82,0.35,-0.41,4.36,2.82,0.36,0,5.2,2.82,0.44,-0.73,3.46,2.82,0.4,-0.28,-1.76
,,,,,,,2.83,0.51,-0.72,-6.6,2.83,0.52,-0.62,-0.5,2.83,0.51,-0.8,-2.49,2.83,0.52,-0.66,0.62,2.83,0.57,-0.63,-1.66,2.83,0.47,-0.51,2.91,2.83,0.34,-0.37,4.47,2.83,0.36,0.06,4.68,2.83,0.44,-0.68,3.46,2.83,0.4,-0.37,-1.89
,,,,,,,2.84,0.5,-0.85,-6.94,2.84,0.51,-0.62,-6.88E-13,2.84,0.5,-0.78,0.74,2.84,0.51,-0.65,-0.67,2.84,0.56,-0.66,-2.3,2.84,0.46,-0.48,3.94,2.84,0.34,-0.32,-3.01,2.84,0.36,0.1,5.11,2.84,0.43,-0.66,3.25,2.84,0.4,-0.32,3.93
,,,,,,,2.85,0.49,-0.86,3.63,2.85,0.51,-0.62,0.49,2.85,0.5,-0.79,-5.54,2.85,0.51,-0.68,-2.47,2.85,0.56,-0.68,-1.44,2.85,0.46,-0.43,3.57,2.85,0.34,-0.43,6.46,2.85,0.36,0.16,5.72,2.85,0.42,-0.62,5.34,2.85,0.39,-0.29,3.55
,,,,,,,2.86,0.49,-0.78,2.6,2.86,0.5,-0.61,-3.32,2.86,0.49,-0.89,-3.57,2.86,0.5,-0.7,-0.25,2.86,0.55,-0.69,-0.43,2.86,0.46,-0.41,2.48,2.86,0.33,-0.19,11.99,2.86,0.37,0.21,4.34,2.86,0.42,-0.55,3.59,2.86,0.39,-0.25,2.49
,,,,,,,2.87,0.48,-0.81,-1.11,2.87,0.49,-0.69,-5.42,2.87,0.48,-0.86,4.62,2.87,0.49,-0.68,1.61,2.87,0.54,-0.69,-0.36,2.87,0.45,-0.38,3.28,2.87,0.33,-0.19,1.98,2.87,0.37,0.24,3.82,2.87,0.41,-0.55,6.26,2.87,0.39,-0.24,3.25
,,,,,,,2.88,0.47,-0.8,1.09,2.88,0.49,-0.72,3.02,2.88,0.47,-0.8,2.47,2.88,0.49,-0.67,2.47,2.88,0.54,-0.7,-0.93,2.88,0.45,-0.34,4.96,2.88,0.33,-0.15,14.53,2.88,0.37,0.29,4.24,2.88,0.41,-0.43,9.2,2.88,0.39,-0.19,5.36
,,,,,,,2.89,0.46,-0.79,-1.03,2.89,0.48,-0.63,7.2,2.89,0.46,-0.81,0,2.89,0.48,-0.63,3.58,2.89,0.53,-0.71,-0.5,2.89,0.44,-0.29,3.02,2.89,0.33,0.11,6.55,2.89,0.37,0.33,4.67,2.89,0.4,-0.36,-0.32,2.89,0.38,-0.13,3.49
,,,,,,,2.9,0.45,-0.82,0.03,2.9,0.47,-0.57,1.48,2.9,0.46,-0.8,0.11,2.9,0.47,-0.6,2.71,2.9,0.52,-0.71,0.44,2.9,0.44,-0.28,2.74,2.9,0.33,-0.02,-4.38,2.9,0.38,0.38,5.34,2.9,0.4,-0.43,-1.74,2.9,0.38,-0.12,2.77
,,,,,,,2.91,0.45,-0.79,4.06,2.91,0.47,-0.6,-0.46,2.91,0.45,-0.81,-1.41,2.91,0.47,-0.58,1.67,2.91,0.51,-0.7,-3.02,2.91,0.44,-0.23,5.17,2.91,0.33,0.02,-4.26,2.91,0.38,0.44,3.62,2.91,0.39,-0.4,2.64,2.91,0.38,-0.08,5.21
,,,,,,,2.92,0.44,-0.74,-1.22,2.92,0.46,-0.58,3.62,2.92,0.44,-0.83,3.44,2.92,0.46,-0.56,2.22,2.92,0.51,-0.77,-3.91,2.92,0.44,-0.18,5.17,2.92,0.33,-0.1,4.46,2.92,0.39,0.45,1.66,2.92,0.39,-0.38,2.01,2.92,0.38,-0.01,4.78
,,,,,,,2.93,0.43,-0.81,-2.53,2.93,0.46,-0.52,2.34,2.93,0.43,-0.74,4.79,2.93,0.46,-0.54,1.56,2.93,0.5,-0.78,2.96,2.93,0.44,-0.13,5.54,2.93,0.33,0.11,13.23,2.93,0.39,0.47,2.64,2.93,0.39,-0.36,3.35,2.93,0.38,0.02,4.25
,,,,,,,2.94,0.42,-0.79,3.99,2.94,0.45,-0.54,0.69,2.94,0.42,-0.73,-8.6,2.94,0.45,-0.53,2.96,2.94,0.49,-0.71,3.71,2.94,0.43,-0.07,2.05,2.94,0.33,0.16,3.58,2.94,0.4,0.51,-2.41,2.94,0.38,-0.31,4.36,2.94,0.38,0.07,4.87
,,,,,,,2.95,0.42,-0.73,11.48,2.95,0.45,-0.51,2.32,2.95,0.42,-0.91,1.17,2.95,0.44,-0.48,3.84,2.95,0.48,-0.7,1.61,2.95,0.43,-0.09,2.47,2.95,0.33,0.18,12.22,2.95,0.4,0.42,-1.21,2.95,0.38,-0.27,3.93,2.95,0.38,0.12,3.44
,,,,,,,2.96,0.41,-0.56,10.59,2.96,0.44,-0.49,0.43,2.96,0.41,-0.71,24.36,2.96,0.44,-0.46,0.06,2.96,0.48,-0.68,2.65,2.96,0.43,-0.02,7.63,2.96,0.34,0.4,5.9,2.96,0.4,0.48,10.59,2.96,0.38,-0.24,3.35,2.96,0.38,0.14,3.34
,,,,,,,2.97,0.4,-0.52,-3.87,2.97,0.44,-0.5,4.15,2.97,0.4,-0.43,7.93,2.97,0.44,-0.47,3.12,2.97,0.47,-0.65,2.22,2.97,0.43,0.07,5.27,2.97,0.34,0.3,-3.25,2.97,0.41,0.63,8.37,2.97,0.38,-0.2,4.26,2.97,0.39,0.18,4.34
,,,,,,,2.98,0.4,-0.64,-4.34,2.98,0.43,-0.41,6.25,2.98,0.4,-0.55,-10.62,2.98,0.43,-0.39,6.47,2.98,0.46,-0.63,1.84,2.98,0.43,0.09,-0.01,2.98,0.34,0.34,4.33,2.98,0.42,0.65,2.19,2.98,0.37,-0.15,4.83,2.98,0.39,0.23,3.96
,,,,,,,2.99,0.39,-0.61,0.15,2.99,0.43,-0.38,0.38,2.99,0.39,-0.64,-4.47,2.99,0.43,-0.35,2.8,2.99,0.46,-0.61,0.64,2.99,0.44,0.07,3.38,2.99,0.34,0.38,3.86,2.99,0.42,0.68,1.82,2.99,0.37,-0.11,3.83,2.99,0.39,0.26,3
,,,,,,,3,0.38,-0.64,-1.77,3,0.42,-0.4,0.49,3,0.39,-0.64,1.11,3,0.42,-0.34,0.6,3,0.45,-0.62,2.25,3,0.44,0.15,8.44,3,0.35,0.42,3.86,3,0.43,0.69,0.58,3,0.37,-0.07,4.21,3,0.39,0.29,3.5
,,,,,,,3.01,0.38,-0.64,2.83,3.01,0.42,-0.37,3.88,3.01,0.38,-0.62,2.98,3.01,0.42,-0.33,2.49,3.01,0.45,-0.57,5.68,3.01,0.44,0.24,2.31,3.01,0.35,0.46,3.85,3.01,0.44,0.69,2.83,3.01,0.37,-0.02,5.25,3.01,0.4,0.33,-1.14
,,,,,,,3.02,0.37,-0.58,4.89,3.02,0.42,-0.32,4.24,3.02,0.37,-0.58,3.46,3.02,0.42,-0.29,7.84,3.02,0.44,-0.5,1.52,3.02,0.44,0.2,0.31,3.02,0.36,0.49,3.85,3.02,0.44,0.74,4.73,3.02,0.37,0.03,4.35,3.02,0.4,0.27,-3.83
,,,,,,,3.03,0.37,-0.55,3.46,3.03,0.41,-0.28,0.71,3.03,0.37,-0.55,3.46,3.03,0.42,-0.18,3.28,3.03,0.44,-0.54,-1.18,3.03,0.44,0.24,5.09,3.03,0.36,0.54,3.94,3.03,0.45,0.78,0.96,3.03,0.37,0.06,3.82,3.03,0.4,0.26,8.11
,,,,,,,3.04,0.36,-0.51,3.46,3.04,0.41,-0.31,1.44,3.04,0.36,-0.51,3.41,3.04,0.41,-0.22,0.19,3.04,0.43,-0.53,5.6,3.04,0.45,0.3,5.69,3.04,0.37,0.57,2.99,3.04,0.46,0.76,-0.35,3.04,0.37,0.11,4.3,3.04,0.41,0.43,9.13
,,,,,,,3.05,0.36,-0.48,3.41,3.05,0.41,-0.25,8.59,3.05,0.36,-0.48,3.88,3.05,0.41,-0.17,7.27,3.05,0.43,-0.42,6.4,3.05,0.45,0.36,4.88,3.05,0.37,0.6,3.09,3.05,0.47,0.78,2.75,3.05,0.37,0.15,4.25,3.05,0.41,0.44,3.7
,,,,,,,3.06,0.35,-0.44,3.84,3.06,0.41,-0.14,4.69,3.06,0.35,-0.43,3.89,3.06,0.41,-0.08,-0.32,3.06,0.42,-0.4,-1.22,3.06,0.45,0.4,3.66,3.06,0.38,0.63,2.38,3.06,0.48,0.82,1.58,3.06,0.38,0.19,4.77,3.06,0.41,0.5,5.66
,,,,,,,3.07,0.35,-0.4,4.31,3.07,0.4,-0.16,4.81,3.07,0.35,-0.4,3.84,3.07,0.41,-0.18,-2.36,3.07,0.42,-0.45,1.53,3.07,0.46,0.43,1.6,3.07,0.39,0.64,0.65,3.07,0.48,0.81,-1.23,3.07,0.38,0.25,4.43,3.07,0.42,0.55,0.52
,,,,,,,3.08,0.34,-0.36,4.31,3.08,0.4,-0.04,9.23,3.08,0.34,-0.36,4.31,3.08,0.41,-0.12,7.95,3.08,0.41,-0.37,7.59,3.08,0.46,0.43,2.4,3.08,0.39,0.65,-5.68,3.08,0.49,0.79,1.85,3.08,0.38,0.28,3,3.08,0.43,0.51,3.17
,,,,,,,3.09,0.34,-0.31,4.35,3.09,0.4,0.03,-0.71,3.09,0.34,-0.31,4.98,3.09,0.41,-0.02,5.82,3.09,0.41,-0.3,4.82,3.09,0.46,0.48,4.03,3.09,0.4,0.53,-6.33,3.09,0.5,0.84,1.48,3.09,0.38,0.31,2.95,3.09,0.43,0.62,6.27
,,,,,,,3.1,0.34,-0.27,4.59,3.1,0.4,-0.05,-2.75,3.1,0.34,-0.26,-3.28,3.1,0.41,-0.01,7.64,3.1,0.41,-0.27,8.28,3.1,0.47,0.51,2.57,3.1,0.4,0.52,8.59,3.1,0.51,0.82,-3.75,3.1,0.39,0.34,3.58,3.1,0.44,0.64,-0.06
,,,,,,,3.11,0.33,-0.22,-3.6,3.11,0.4,-0.03,3.01,3.11,0.34,-0.38,4.14,3.11,0.41,0.13,9.92,3.11,0.4,-0.13,8.33,3.11,0.48,0.53,2.63,3.11,0.41,0.7,13.49,3.11,0.52,0.77,-1.8,3.11,0.39,0.38,2.14,3.11,0.44,0.61,0.26
,,,,,,,3.12,0.33,-0.34,-3.78,3.12,0.4,0.01,3.61,3.12,0.33,-0.17,12.13,3.12,0.41,0.19,-2.84,3.12,0.4,-0.11,-1.34,3.12,0.48,0.57,2.01,3.12,0.42,0.79,4.21,3.12,0.52,0.79,2.41,3.12,0.39,0.38,2.55,3.12,0.45,0.64,1.82
